image_number,image,text,egyptian
3267.0,2887750774_920eb171aa.jpg,كلب بني يرش في الماء,كلب بني بيبص في الميه
3268.0,2887798667_ce761d45e8.jpg,الشخص الذي يرتدي اللون الرمادي يركب دراجة على جدار حجري,الشخص اللي لابس رمادي راكب عربية على حيطه من الحجر
3269.0,2888386138_578d21033a.jpg,طفل يقف بجانب درابزين على درج ملون باللون الأحمر,طفل واقف جنب درابزين على سلم لونه أحمر
3270.0,2888408966_376c195b3f.jpg,صبي يفعل خدعة على لوح التزلج,ولاد بيعمل حركه على لوح التزلج
3271.0,2888658480_e922a3dec2.jpg,يقفز السباحون من الصخور فوق المياه الزرقاء الخضراء,السباحين بيقفزوا من على الصخور فوق ميه زرقا خضرا
3272.0,2888702775_0939a6680e.jpg,صبي يقوم بخدعة بلوح التزلج في فناء مدينة أوروبية,ولاد بيعمل خدعه بلوح التزلج في ساحة مدينة أوروبية
3273.0,2888732432_7e907a3df1.jpg,طفل يمسك بمقابض تنزلق عبر حبل,طفل ماسك في مقابض بيتزحلق على حبل
3274.0,288880576_818b6ecfef.jpg,رجل يتسلق جرفًا عالٍ في الهواء,راجل بيتسلق صخرة عالية في الهوا
3275.0,2890057168_c712f932e0.jpg,زوجان مع طفل صغير يقفان في شارع مزدحم,زوجين مع طفل صغير واقفين في شارع زحمة
3276.0,2890075175_4bd32b201a.jpg,كلب بني يحمل إطارًا في فمه,كلب بني ماسك اطار في بوقه
3277.0,2890113532_ab2003d74e.jpg,كلب بني وكلب أبيض وأسود يركضون فوق التلال المعشبة,كلب بني و كلب أبيض و أسود بيجري فوق تلال عشبية
3278.0,2890731828_8a7032503a.jpg,رجال الاطفاء تطفئ  النار,رجالة المطافي بيطفوا النار
3279.0,2891162278_fbf96be4f4.jpg,صبي في قميص أزرق يقوم بعمل شقلبة في الهواء,ولاد لابس قميص أزرق بيعمل شقلبة في الهوا
3280.0,2891185857_54942809cf.jpg,مجموعة من النساء يرتدين بدلة السباحة البرتقالية ,جمهور من الستات لابسين بدلة سباحة برتقالية
3281.0,2891240104_6755281868.jpg,مجموعة من العمال يتهيئون لأخذ صورة  ,جمهور من العمال مستعدين عشان ياخدوا صورة
3282.0,2891617125_f939f604c7.jpg,رجل يركب دراجة نارية ورديّة على تلة,راجل راكب موتور وردي على تلة
3283.0,2891924845_92f69b0f18.jpg,رجل وامرأة أمام القطار,راجل و ست قدام القطر
3284.0,2891961886_b7a2f0b0fd.jpg,متزلج ينزلق على جدار إسمنتي,متزلج بيتزحلق على حيطه إسمنتي
3285.0,2892395757_0a1b0eedd2.jpg,راكب الدراجة يقود الدراجة في السباق ,راكب عربية بيقود العربية في السباق
3286.0,2892413015_5ecd9d972a.jpg,فتاة شقراء صغيرة تصعد فوق التل,بنت صغيرة شقرا بتطلع فوق التل
3287.0,2892467862_52a3c67418.jpg,صبي يرتدي السروال يقف بجوار نفاثة ماء,ولاد لابس بنطلون واقف جنب نافورة ميه
3288.0,2892989340_bb7e0e5548.jpg,صبي على لوح ركوب الأمواج في الجو,ولاد على لوح ركوب الأمواج في الجو
3289.0,2892992529_f3335d0a71.jpg,كلب أبيض وأسود مع الصحن الطائر في فمه على رجليه الخلفيتين,كلب أبيض و أسود ماسك صحن طائر في بوقه على رجليه الخلفية
3290.0,2892995070_39f3c9a56e.jpg,كلب أسود يركض على طول الشاطئ بجانب كلب بني في الجو يصطاد العصا في فمه,كلب أسود بيجري على طول الشط جنب كلب بني في الجو بيصطاد عصاية في بوقه
3291.0,2893238950_8a027be110.jpg,أربعة أشخاص في خوذات يتسابقون على ألواح التزلج,أربعة أشخاص لابسين خوذات بيسبقوا على ألواح التزلج
3292.0,2893374123_087f98d58a.jpg,دراجة نارية زرقاء تقفز فوق بعض البراميل الملونة,موتور أزرق بيقفز فوق بعض البراميل الملونة
3293.0,2893476169_f38dd32051.jpg,رجل يقفز على لوح التزلج الخاص به,راجل بيقفز على لوح التزلج بتاعه
3294.0,2893515010_4a3d9dcc67.jpg,لاعب كرة قدم يحمل الكرة خلال المباراة,لاعب كرة قدم ماسك الكرة خلال المباراة
3295.0,2894008505_a445ccaaff.jpg,امرأة تسير على جانب الطريق وتلقي ظلالها على جدار خرساني,ست ماشيه على جانب الطريق و ظلها على حيطه خرساني
3296.0,2894217628_f1a4153dca.jpg,لاعب كرة القدم يرتدي خوذة بيضاء وكراسي برتقالية اللون يتأرجح في ساقه بينما يركع اللاعب إلى جواره,لاعب كرة القدم لابس خوذة بيضا و كراسي برتقالية بيتأرجح في ساقه و لاعب راكع جنبه
3297.0,2894229082_ddc395f138.jpg,طفل يحمل قبعة وردية و قميص أبيض و وردي يقف في العشب,طفل ماسك قبعة وردية و قميص أبيض و وردي واقف في العشب
3298.0,2894576909_99c85fd7a7.jpg,شخص وحيد في قارب أحمر على نهر بري مع مجداف واحد فقط,شخص لوحده في قارب أحمر على نهر بري مع مجداف واحد بس
3299.0,2894850774_2d530040a1.jpg,يمكن رؤية امرأتين كبيرتي السن من سيارة تتحدثان بجانب جدار,"بينت اتنين ستات كبار في السن من العربية بيتكلموا جنب حيطه 
"
3300.0,2895403073_906768cafa.jpg,الكلب على اليمين يبرز أسنانه أمام الكلبين الآخرين,الكلب اللي على اليمين بيبين سنانه للكلبين التانيين
3301.0,2895700779_fac1d9d278.jpg,فتاة ذات شعر أحمر وحاجبين,بنت شعرها أحمر وحواجبها كمان
3302.0,2895966469_53e0b29295.jpg,تجديف القوارب  خلال منحدرات النهر,بيجدفوا بالقوارب في مجرى النهر
3303.0,289599470_cc665e2dfb.jpg,فتاة سوداء الشعر  تأكل الذرة,بنت شعرها أسود بتاكل ذرة
3304.0,289616152_012a9f16c6.jpg,رجل يتدحرج أسفل السكة الحديدية,راجل بيتدحرج تحت السكة الحديد
3305.0,2896180326_88785fe078.jpg,مجموعة من الناس على دراجات السباق في حقل,مجموعة ناس على دراجات سباق في حتة أرض
3306.0,2896298341_92d718366a.jpg,فتاة تضحك بينما تلعب بالخارج,بنت بتضحك وهي بتلعب برة
3307.0,2896483502_6f807bae9e.jpg,كلب يصطاد الصحن الطائر,كلب بيطارد صحن طائر
3308.0,2896640216_761a47f006.jpg,كلب ومدربه في تحدٍ,كلب ومدربه في تحدي
3309.0,2896668718_0c3cff910f.jpg,اثنين من لاعبي كرة القدم  على وشك مواجهة,اتنين لاعيبة كورة على وشك مواجهة بعض
3310.0,2897832422_0cbdb1421e.jpg,رجل يرتدي قبعة سوداء ومعطف من الجلد الأسود يجلس ويقرأ كتاباً,راجل لابس قبعة سودا وجاكيت جلد أسود قاعد بيقرأ كتاب
3311.0,2898304260_a4099a193a.jpg,رجل يتزلج فوق منحدر,راجل بيتزلج على منحدر
3312.0,289860281_94d699f36d.jpg,فتاة ترتدي قبعة سوداء و ثوب سباحة على الشاطئ,بنت لابسة قبعة سودا وملاية سباحة على الشاطئ
3313.0,2898810636_84fb5c0b63.jpg,طفل في قميص أزرق يقفز من مقعد,طفل لابس قميص أزرق بيقفز من كرسي
3314.0,2899089320_3e7f6bbaca.jpg,فتاة تجلس على صالة ألعاب الأدغال الحمراء,بنت قاعدة على صالة ألعاب الأدغال الحمرا
3315.0,2899276965_a20b839cfd.jpg,متزلج على هيكل خرساني ,واحد بيلعب سكيت على حتة خرسانة
3316.0,2899374885_f3b2b1a290.jpg,طفل يصل إلى نافورة مياه,طفل بيوصل لنوافورة مية
3317.0,2899501488_90d5da5474.jpg,متسابقو الدراجات النارية يأخذون منعطف حاد,متسابقين دراجات نارية بياخدوا منعطف حاد
3318.0,2899594400_61b4f6c114.jpg,صبيان وكلب يلعبان في الماء,ولاد وكلب بيلعبوا في المية
3319.0,2899622876_b673b04967.jpg,رجل يركب الأمواج وهو مربوط خلف السفينة,راجل بيمشي على أمواج مربوط ورا سفينة
3320.0,2900048238_74bd69d87d.jpg,رجل في قميص أزرق ينظر إلى يمينه,راجل لابس قميص أزرق بيبص لليمين
3321.0,290019324_23582048d4.jpg,كلب يركض,كلب بيجري
3322.0,2900274587_f2cbca4c58.jpg,غروب الشمس فوق البحيرة,غروب الشمس فوق البحيرة
3323.0,2901074943_041aba4607.jpg,طفل يلعب على الأرض,طفل بيلعب على الأرض
3324.0,2901880865_3fd7b66a45.jpg,راكب أمواج محمول على الموجة,واحد بيمشي على أمواج مرتفعة
3325.0,2902269566_419d9f1d8e.jpg,يتحرك سائق الدراجة الترابية في الهواء,سواق دراجة ترابية بيتحرك في الهوا
3326.0,2902486045_6298eb22ef.jpg,اثنين من الكلاب تبول على صنبور الماء,اتنين كلاب بيتبولوا على حنفية مية
3327.0,2902661518_1513be3ea6.jpg,يقوم رجل بخدعة القفز على لوح تزلج ويخلق ظلًا على الحائط خلفه,راجل بيعمل حركة على لوح تزلج وبيعمل ظل على الحيط وراه
3328.0,2902844125_4186bf3ab6.jpg,صبي يقوم بخدعة باستخدام لوح التزلج على سكة,ولد بيعمل حركة على لوح تزلج على سكة
3329.0,2903469015_a1e7d969c2.jpg,الكلب السلوقي ذو الرقم  يتسابق ,الكلب السلوقي رقم  بيجري في السباق
3330.0,2903617548_d3e38d7f88.jpg,طفل صغير يلعب الكركيه,طفل صغير بيلعب كريكيت
3331.0,2904129133_e6ae5a1ec6.jpg,صبي صغير يشرب الماء من نافورة بينما يراقب صبي صغير آخر ويصنع وجوهاً مضحكة,ولد صغير بيشرب مية من نافورة وولد صغير تاني بيراقبه وبيعمل وشوش مضحكة
3332.0,2904601886_39e9d317b1.jpg,يقف أربعة كلاب في حقل عشبي جاف,أربعة كلاب واقفين في حتة أرض عشبية ناشفة
3333.0,2904997007_23d4b94101.jpg,طفل يقفز باتجاه سرير أحمر,طفل بيقفز ناحية سرير أحمر
3334.0,2905942129_2b4bf59bc0.jpg,أطفال تتأرجح على أرجوحة زرقاء في المتنزه,ولاد بيتأرجحوا على أرجوحة زرقا في حديقة
3335.0,2905948395_ca3e6b3c9a.jpg,رجل يقوم بخدعة على دراجته في حديقة تزلج,راجل بيعمل حركة على دراجته في حديقة تزلج
3336.0,2905975229_7c37156dbe.jpg,يقف الرجال بالقرب من طائرة صغيرة على المدرج,رجالة واقفين جنب طيارة صغيرة على مدرج
3337.0,2906054175_e33af79522.jpg,يبدأ رجل يرتدي قميصًا بالقفز من طبلة إلى حشد آخر,راجل لابس قميص بيبدأ يقفز من طبلة لجمهور تاني
3338.0,290650302_ade636da35.jpg,امرأة  في الأحمر والأبيض  وترتدي نظارات  تجلس في غرفة مع أشخاص آخرين,ست في أحمر وأبيض ولبسة نظارة قاعدة في أوضة مع ناس تانية
3339.0,2906802485_dfebf09173.jpg,أربعة أشخاص يجدفون  خلال الماء,أربعة أشخاص بيجدفوا في المية
