image_number,image_number,image,text,egyptian,Moroccan
641,641,162743064_bb242faa31.jpg,كلب بني يصطاد كرة في صورة ظلية,كلب بني بيطارد الكورة في صورة ظلية,كلب بني كاصطاد كرة ف صورة ظلية
642,642,1643915227_9f48068772.jpg,بعض الناس والمركبات في شارع مزدحم,ناس وعربيات في شارع زحمة,ناس و سيارات ف شارع مكتظ
643,643,1650280501_29810b46e5.jpg,مجموعة من الناس يجلسون في صفوف من المقاعد الخشبية,مجموعة ناس قاعدين في صفوف من الكراسي الخشبية,مجموعة ديال الناس كاعسين ف صفوف من المقاعد الخشبية
644,644,1655781989_b15ab4cbff.jpg,مجموعة من متسلقي الجبال,مجموعة من المتسلقين,مجموعة ديال متسلقي الجبال
645,645,1659358133_95cd1027bd.jpg,كلب أسمر يتشمم جذع شجرة,كلب أسمر بيشم جذع شجرة,كلب أسمر كيشوف ف جذع شجرة
646,646,1659358141_0433c9bf99.jpg,كلب بني يلهث بشدة على العشب خلال يوم مشمس,كلب بني بيخرخر جامد على العشب في يوم مشمس,كلب بني كيتنفس بسرعة ف العشب خلال يوم مشمس
647,647,1659396176_ced00a549f.jpg,اثنين من الكلاب  واحدة مع الفراء البني الطويل  كل من الكلاب لها أفواههم مفتوحة وأسنان تظهر ,اتنين كلاب واحد مع شعر بني طويل كل الكلاب لسانهم طالع وبيبان سنونهم,جوج كلاب واحد مع فراء بني طويل كل من الكلاب عندهم أفواههم مفتوحة و أسنان تظهر
648,648,1662261486_db967930de.jpg,كلب أبيض وأسود القفز من خلال طارة سوداء وبيضاء,كلب أبيض وأسود بيقفز من خلال طارة سوداء وبيضاء,كلب أبيض وأسود كيتسلق فوق طارة سوداء وبيضاء
649,649,166321294_4a5e68535f.jpg,رجل يركب دراجة نارية حمراء,"راجل راكب موتور حمرا 
"," راجل كيركب دراجة نارية حمراء 
"
650,650,1663454406_5e2cf8c5bb.jpg,رجل يحمل علامة بينما يقف تحت المطر,راجل شايل لافته وهو واقف تحت المطر,راجل كايدير علامة و هو واقف تحت المطر
651,651,1663751778_90501966f0.jpg,يتم توصيل متسلق بواسطة الحبال إلى وجه صخري بلون بني,متسلق بيتسلق بواسطه حبال لوجه صخري لونه بني,كايعلبوا متسلق بواسطه حبال لوجه صخري باللون بني
652,652,166433861_70b66cd381.jpg,متسابق الدراجات النارية يميل دراجته,متسابق موتوسيكل بيميل دراجة,متسابق دراجات نارية كايميل دراجته
653,653,166507476_9be5b9852a.jpg,اثنين من السحالي القتال,اتنين ضب قاعدين يقاتلوا,جوج سحالي كايتقاتلو
654,654,166654939_80ea4ddbcc.jpg,تسير مجموعة من عربات السباق في مضمار سباق,مجموعة عربيات سباق ماشية في مضمار السباق,مجموعة من عربات السباق كايتسافقو في مضمار سباق
655,655,1670592963_39731a3dac.jpg,يمر الكلب أسفل المنزلق,كلب بيعدي من تحت الزلاقه,كلب كايمشي تحت المنزلق
656,656,167295035_336f5f5f27.jpg,متسلق وحيد يرتدي خوذة بيضاء يتسلق جدارًا,متسلق لوحده لابس خوذة بيضاء بيتسلق حيط,متسلق بوحدو لابس خوذة بيضاء كايتسلق جدار
657,657,1674612291_7154c5ab61.jpg,يقفز كلب ويصطاد الفريسبي في العشب,كلب بيقفز وبيمسك فريسبي في العشب,كلب كايتقافز و كايتصيد الفريسبي في العشب
658,658,1675679141_36c9bc2969.jpg,رجل مغلف مع ظهره إلى الكاميرا يطل على الماء,راجل لابس جاكيت وظهره للكاميرا بيطل على الميه,راجل مجلف مع ظهره للكاميرا كايتفرج على الماء
659,659,1676601498_7d59327523.jpg,رجل وامرأة ينظران إلى المنظر على درج من البحر,راجل وست بيشوفوا المنظر على سلم من البحر,راجل و مرا كايتفرجو على المنظر في درج من البحر
660,660,1679557684_50a206e4a9.jpg,كلب ينظر إلى كلب آخر يصطاد كرة في الهواء,كلب بيشوف كلب تاني بيطارد كورة في الهوا,كلب كايتفرج على كلب اخر كايتصيد كرة في الهواء
661,661,1679565118_d36f0d6d52.jpg,كلب أسود يقفز لالتقاط كرة في فمه بالقرب من جدار صخري,كلب اسود بيقفز عشان يمسك كورة ببوقه جنب حيط صخري,كلب اسود كايتقافز باش ياخد كرة ب فمه حدا جدار صخري
662,662,1679617928_a73c1769be.jpg,يرتبط كلب أبيض وأسود بشاحنة صفراء وبيضاء,كلب ابيض واسود مرتبط بشاحنة صفراء وبيضاء,كلب ابيض و اسود مربوط بشاحنة صفراء و بيضاء
663,663,1680126311_b92a2e8e72.jpg,صبي يضرب كرة قدم بصدره,ولد بيضرب كورة قدم بصدره,وليد كايدير كرة القدم ب صدره
664,664,1682079482_9a72fa57fa.jpg,فتاة صغيرة على ارجوحة,بنت صغيره على ارجوحة,بنت صغيرة في ارجوحة
665,665,1683444418_815f660379.jpg,رجلان يأخذان صورة فوتوغرافية أمام نافورة في مدينة,اتنين رجالة بياخدوا صوره قدام نافورة في مدينه,جوج رجال كايديرو صورة فوتوغرافية قدام نافورة في مدينة
666,666,1685463722_55843b6d3c.jpg,تسير امرأة وكلابها في الشارع,ست ماشيه مع كلابها في الشارع,مرا كايمشي مع كلبها في الشارع
667,667,1685990174_09c4fb7df8.jpg,مجموعة من الأطفال يركضون في العشب,مجموعة اطفال بيجريوا في العشب,مجموعة من ولاد كايتسافقو في العشب
668,668,1688699579_2f72328c7e.jpg,يحاول الكلب الأبيض الصغير العض على العصا الذي يحمله الكلب الأسود,كلب ابيض صغير بيحاول يعض العصاية اللي شايلها الكلب الاسود,كلب ابيض صغير كايبغي يعض العصا اللي كايديرها كلب اسود
669,669,1689658980_0074d81d28.jpg,كلبان يستمتعان بالركض عبر الأمواج,اتنين كلاب مستمتعين بـ الجري في الامواج,جوج كلاب كايتسافقو في الأمواج
670,670,1691573772_1adef8e40e.jpg,امرأة آسيوية تركب دراجة أمام سيارتين,ست اسيوية راكبه دراجة قدام اتنين عربيات,مرا آسيوية كا تركب دراجة قدام جوج سيارات
671,671,169490297_b6ff13632a.jpg,صبي في قميص أزرق وأصفر وبرتقالي يلعب في الخارج,ولد لابس قميص ازرق واصفر وبرتقالي بيلعب بره,وليد لابس قميص ازرق و اصفر و برتقالي كايلعب برا
672,672,170100272_d820db2199.jpg,طفل على منزلق,طفل على زلاقه,وليد في منزلق
673,673,1713248047_d03721456d.jpg,الكلاب الثلاثة في حقل,تلات كلاب في الحقل,ثلاث كلاب في حقل
674,674,1713248099_d860df4e10.jpg,كلب أبيض وأسود  كلب أصفر وكلب أسود في حقل عشبي,كلب ابيض واسود وكلب اصفر وكلب اسود في حقل عشبي,كلب ابيض و اسود كلب اصفر و كلب اسود في حقل عشبي
675,675,1714316707_8bbaa2a2ba.jpg,صبي في سترة حمراء يصفع شجرة مغطاة بالثلج بعصا,ولد لابس جاكيت احمر بيضرب شجرة مغطيه بالثلج بعصا,وليد لابس سترة حمراء كايدير شجرة مغطاة بالثلج بعصا
676,676,171488318_fb26af58e2.jpg,كلب يمشي على الشقق الطينية,كلب ماشي على شقق طينية,كلب كايمشي على الشقق الطينية
677,677,1716445442_9cf3528342.jpg,رجل يلتقط صخرة كبيرة,راجل بيلقط صخره كبيره,راجل كايتصيد صخرة كبيرة
678,678,1718184338_5968d88edb.jpg,الزوجان ينظران إلى أسفل النهر,الزوجين بيشوفوا تحت النهر,زوجين كايتفرجو لتحت النهر
679,679,172092461_a9a9762e13.jpg,شاب يركب لوح ركوب أمواج,شاب راكب لوح ركوب امواج,شاب كايركب لوح ركوب امواج
680,680,172092464_d9eb4f4f2f.jpg,رجل يتزلج على الماء خلف قارب,راجل بيتزلج على الميه ورا قارب,راجل كايتزلج على الماء ورا قارب
681,681,172097782_f0844ec317.jpg,رجل في جذوع السباحة وحملة تزلج نجاة حمراء,راجل في جذوع السباحة و شايل تزلج نجاة احمر,راجل في جذوع السباحة و حامل تزلج نجاة حمراء
682,682,172097783_292c5413d8.jpg,صبي يبحر على بحيرة بيد واحدة,ولد بيبحر على بحيرة بيد واحده,وليد كايبحر على بحيرة بيد واحدة
683,683,1721637099_93e9ec2a2f.jpg,صبي يرقد على الملابس,ولد نايم على هدومه,وليد كاينام على الملابس
684,684,17273391_55cfc7d3d4.jpg,صياد يصطاد على ضفة نهر ضبابي,صياد بيصطاد على ضفة نهر ضبابي,صياد كايتصيد على ضفة نهر ضبابي
685,685,173020287_230bfc4ffc.jpg,رجل يستعد لرمي العصا على كلبه المنتظر,راجل بيستعد يرمي العصاية على كلبه اللي مستني,راجل كايتحضر باش يدير العصا ل كلبوا اللي كايتسنى
686,686,1731546544_9fbf14617b.jpg,كلب أسود يقفز من خلال بعض الماء,كلب اسود بيقفز من خلال شويه ميه,كلب اسود كايتقافز من خلال الماء
687,687,1732217138_aa0199ef87.jpg,يأكل الزوجان وجبتهما في الخارج,الزوجين بياكلو اكلهم بره,زوجين كايكلو وجبتهم برا
688,688,1732436777_950bcdc9b8.jpg,زوجان على الدرج يصوران رجلا وامرأة يحتضنان أمام مبنى,زوجين على سلم بيصوروا راجل وست بيتعانقوا قدام مبنى,زوجين في درج كايديرو صورة لراجل و مرا كايتعانقو قدام بناية
689,689,174466741_329a52b2fe.jpg,طفل صغير في قميص وردي يمتد عبر حقل زهري,طفل صغير لابس قميص وردي بيمتد عبر حقل زهري,وليد صغير لابس قميص وردي كايمشي في حقل زهري
